image_filename,timestamp,pm2.5,pm10,location
152338.JPG,2019-07-24 14:22:15,2.5,6.0,location1
152338.JPG,2019-07-24 14:22:15,1.7,5.2,location7
152338.JPG,2019-07-24 14:22:16,1.7,5.1,location7
152338.JPG,2019-07-24 14:22:16,1.9,2.2,location6
152338.JPG,2019-07-24 14:22:16,1.9,4.4,location5
152338.JPG,2019-07-24 14:22:16,9.0,20.4,location8
152338.JPG,2019-07-24 14:22:16,2.5,6.0,location1
152338.JPG,2019-07-24 14:22:17,9.0,20.3,location8
152338.JPG,2019-07-24 14:22:17,2.5,6.0,location1
152338.JPG,2019-07-24 14:22:17,1.7,5.1,location7
152338.JPG,2019-07-24 14:22:17,1.9,2.3,location6
152338.JPG,2019-07-24 14:22:17,1.9,4.4,location5
152338.JPG,2019-07-24 14:22:18,1.7,5.1,location7
152338.JPG,2019-07-24 14:22:18,1.9,4.3,location5
152338.JPG,2019-07-24 14:22:18,1.9,2.3,location6
152338.JPG,2019-07-24 14:22:18,8.9,20.3,location8
152338.JPG,2019-07-24 14:22:19,8.8,20.3,location8
152338.JPG,2019-07-24 14:22:19,1.9,2.3,location6
152338.JPG,2019-07-24 14:22:19,1.9,4.4,location5
152338.JPG,2019-07-24 14:22:19,2.4,5.9,location1
152338.JPG,2019-07-24 14:22:19,1.7,5.1,location7
152338.JPG,2019-07-24 14:22:19,2.4,5.9,location1
152338.JPG,2019-07-24 14:22:20,8.9,20.4,location8
152338.JPG,2019-07-24 14:22:20,1.7,5.1,location7
152338.JPG,2019-07-24 14:22:20,1.9,4.5,location5
152338.JPG,2019-07-24 14:22:20,2.0,2.2,location6
152338.JPG,2019-07-24 14:22:20,2.4,5.9,location1
152338.JPG,2019-07-24 14:22:21,1.9,4.5,location5
152338.JPG,2019-07-24 14:22:21,2.0,2.5,location6
152338.JPG,2019-07-24 14:22:21,1.7,5.1,location7
152338.JPG,2019-07-24 14:22:21,9.1,29.8,location8
152338.JPG,2019-07-24 14:22:21,2.4,5.8,location1
152338.JPG,2019-07-24 14:22:22,2.0,2.5,location6
152338.JPG,2019-07-24 14:22:22,2.3,5.7,location1
152338.JPG,2019-07-24 14:22:22,1.9,4.2,location5
152338.JPG,2019-07-24 14:22:22,9.2,29.6,location8
152338.JPG,2019-07-24 14:22:22,1.7,5.4,location7
152338.JPG,2019-07-24 14:22:23,1.9,4.3,location5
152338.JPG,2019-07-24 14:22:23,1.8,5.6,location7
152338.JPG,2019-07-24 14:22:23,9.3,28.2,location8
152338.JPG,2019-07-24 14:22:23,2.3,5.5,location1
152338.JPG,2019-07-24 14:22:23,2.0,2.4,location6
152338.JPG,2019-07-24 14:22:24,1.9,4.2,location5
152338.JPG,2019-07-24 14:22:24,1.8,4.5,location7
152338.JPG,2019-07-24 14:22:24,2.0,2.5,location6
152338.JPG,2019-07-24 14:22:24,2.3,5.4,location1
152338.JPG,2019-07-24 14:22:24,9.3,28.0,location8
152338.JPG,2019-07-24 14:22:25,9.3,28.3,location8
152338.JPG,2019-07-24 14:22:25,2.2,4.6,location1
152338.JPG,2019-07-24 14:22:25,2.0,2.4,location6
152338.JPG,2019-07-24 14:22:25,1.8,4.5,location7
152338.JPG,2019-07-24 14:22:25,1.9,4.2,location5
152338.JPG,2019-07-24 14:22:26,2.0,2.5,location6
152338.JPG,2019-07-24 14:22:26,1.9,4.2,location5
152338.JPG,2019-07-24 14:22:26,1.8,4.4,location7
152338.JPG,2019-07-24 14:22:26,2.2,4.7,location1
152338.JPG,2019-07-24 14:22:26,9.3,25.0,location8
152338.JPG,2019-07-24 14:22:27,1.7,5.0,location7
152338.JPG,2019-07-24 14:22:27,2.2,4.3,location1
152338.JPG,2019-07-24 14:22:27,9.3,25.0,location8
152338.JPG,2019-07-24 14:22:27,1.9,2.4,location6
152338.JPG,2019-07-24 14:22:27,1.9,4.1,location5
152338.JPG,2019-07-24 14:22:28,2.2,4.2,location1
152338.JPG,2019-07-24 14:22:28,1.9,2.8,location5
152338.JPG,2019-07-24 14:22:28,1.9,2.4,location6
152338.JPG,2019-07-24 14:22:28,1.7,4.9,location7
152338.JPG,2019-07-24 14:22:28,9.3,25.0,location8
152338.JPG,2019-07-24 14:22:29,1.8,5.1,location7
152338.JPG,2019-07-24 14:22:29,2.2,4.2,location1
152338.JPG,2019-07-24 14:22:29,1.9,2.5,location6
152338.JPG,2019-07-24 14:22:29,9.2,24.9,location8
152338.JPG,2019-07-24 14:22:29,1.9,3.2,location5
152338.JPG,2019-07-24 14:22:30,2.2,4.2,location1
152338.JPG,2019-07-24 14:22:30,1.7,5.1,location7
152338.JPG,2019-07-24 14:22:30,9.1,24.8,location8
152338.JPG,2019-07-24 14:22:30,1.9,3.2,location5
152338.JPG,2019-07-24 14:22:30,2.0,2.4,location6
152338.JPG,2019-07-24 14:22:31,2.0,2.5,location6
152338.JPG,2019-07-24 14:22:31,1.7,5.3,location7
152338.JPG,2019-07-24 14:22:31,2.2,3.2,location1
152338.JPG,2019-07-24 14:22:31,1.9,3.4,location5
152338.JPG,2019-07-24 14:22:31,9.0,25.2,location8
152338.JPG,2019-07-24 14:22:32,2.0,2.6,location6
152338.JPG,2019-07-24 14:22:32,9.0,26.8,location8
152338.JPG,2019-07-24 14:22:32,1.9,3.3,location5
152338.JPG,2019-07-24 14:22:32,1.7,5.2,location7
152338.JPG,2019-07-24 14:22:32,2.0,2.9,location1
152338.JPG,2019-07-24 14:22:33,2.0,2.6,location6
152338.JPG,2019-07-24 14:22:33,2.0,2.8,location1
152338.JPG,2019-07-24 14:22:33,1.7,4.5,location7
152338.JPG,2019-07-24 14:22:33,9.0,26.7,location8
152338.JPG,2019-07-24 14:22:33,1.9,3.3,location5
152338.JPG,2019-07-24 14:22:34,1.7,4.8,location7
152338.JPG,2019-07-24 14:22:34,2.1,2.6,location6
152338.JPG,2019-07-24 14:22:34,1.8,3.2,location5
152338.JPG,2019-07-24 14:22:34,1.9,2.8,location1
152338.JPG,2019-07-24 14:22:34,9.0,26.1,location8
152338.JPG,2019-07-24 14:22:35,9.0,26.1,location8
152338.JPG,2019-07-24 14:22:35,2.1,2.6,location6
152338.JPG,2019-07-24 14:22:35,1.9,2.4,location1
152338.JPG,2019-07-24 14:22:35,1.8,3.2,location5
152338.JPG,2019-07-24 14:22:35,1.7,4.8,location7
152338.JPG,2019-07-24 14:22:36,9.1,26.4,location8
152338.JPG,2019-07-24 14:22:36,2.1,2.4,location6
152338.JPG,2019-07-24 14:22:36,1.9,3.2,location5
152338.JPG,2019-07-24 14:22:36,1.9,2.5,location1
152338.JPG,2019-07-24 14:22:36,1.7,4.9,location7
152338.JPG,2019-07-24 14:22:37,1.7,4.8,location7
152338.JPG,2019-07-24 14:22:37,2.1,3.0,location6
152338.JPG,2019-07-24 14:22:37,9.1,26.5,location8
152338.JPG,2019-07-24 14:22:37,1.9,3.2,location5
152338.JPG,2019-07-24 14:22:38,1.9,2.5,location1
152338.JPG,2019-07-24 14:22:38,1.9,2.5,location1
152338.JPG,2019-07-24 14:22:38,1.8,3.1,location5
152338.JPG,2019-07-24 14:22:38,2.1,3.1,location6
152338.JPG,2019-07-24 14:22:38,9.1,26.4,location8
152338.JPG,2019-07-24 14:22:38,1.7,4.3,location7
152338.JPG,2019-07-24 14:22:39,9.1,26.7,location8
152338.JPG,2019-07-24 14:22:39,1.7,4.3,location7
152338.JPG,2019-07-24 14:22:39,1.9,2.6,location1
152338.JPG,2019-07-24 14:22:39,1.8,3.1,location5
152338.JPG,2019-07-24 14:22:39,2.1,3.1,location6
152338.JPG,2019-07-24 14:22:40,1.7,3.8,location7
152338.JPG,2019-07-24 14:22:40,1.9,3.2,location5
152338.JPG,2019-07-24 14:22:40,9.2,27.1,location8
152338.JPG,2019-07-24 14:22:40,2.1,3.1,location6
152338.JPG,2019-07-24 14:22:41,1.8,3.9,location7
152338.JPG,2019-07-24 14:22:41,9.1,27.1,location8
152338.JPG,2019-07-24 14:22:41,1.8,3.2,location5
152338.JPG,2019-07-24 14:22:41,1.9,2.4,location1
152338.JPG,2019-07-24 14:22:41,2.1,3.1,location6
152338.JPG,2019-07-24 14:22:41,1.9,2.4,location1
152338.JPG,2019-07-24 14:22:42,1.8,4.3,location7
152338.JPG,2019-07-24 14:22:42,2.2,3.2,location6
152338.JPG,2019-07-24 14:22:42,1.9,2.3,location1
152338.JPG,2019-07-24 14:22:42,1.8,2.8,location5
152338.JPG,2019-07-24 14:22:42,9.1,27.1,location8
152338.JPG,2019-07-24 14:22:43,9.0,25.3,location8
152338.JPG,2019-07-24 14:22:43,1.9,2.9,location5
152338.JPG,2019-07-24 14:22:43,1.8,4.2,location7
152338.JPG,2019-07-24 14:22:43,2.2,3.2,location6
152338.JPG,2019-07-24 14:22:44,8.9,25.2,location8
152338.JPG,2019-07-24 14:22:44,2.0,2.4,location1
152338.JPG,2019-07-24 14:22:44,1.8,4.2,location7
152338.JPG,2019-07-24 14:22:44,2.0,2.6,location1
152338.JPG,2019-07-24 14:22:44,1.9,2.9,location5
152338.JPG,2019-07-24 14:22:44,2.2,3.2,location6
152338.JPG,2019-07-24 14:22:45,1.9,3.1,location5
152338.JPG,2019-07-24 14:22:45,2.1,3.1,location6
152338.JPG,2019-07-24 14:22:45,1.7,4.2,location7
152338.JPG,2019-07-24 14:22:45,8.9,25.3,location8
152338.JPG,2019-07-24 14:22:45,2.1,2.6,location1
152338.JPG,2019-07-24 14:22:46,1.9,3.0,location5
152338.JPG,2019-07-24 14:22:46,1.8,4.2,location7
152338.JPG,2019-07-24 14:22:46,8.9,24.7,location8
152338.JPG,2019-07-24 14:22:46,2.1,3.1,location6
152338.JPG,2019-07-24 14:22:47,2.1,2.9,location1
152338.JPG,2019-07-24 14:22:47,2.0,3.1,location5
152338.JPG,2019-07-24 14:22:47,2.1,3.1,location6
152338.JPG,2019-07-24 14:22:47,9.0,24.9,location8
152338.JPG,2019-07-24 14:22:47,1.7,5.0,location7
152338.JPG,2019-07-24 14:22:47,2.1,2.9,location1
152338.JPG,2019-07-24 14:22:48,9.0,24.9,location8
152338.JPG,2019-07-24 14:22:48,1.7,5.0,location7
152338.JPG,2019-07-24 14:22:48,2.2,2.9,location1
152338.JPG,2019-07-24 14:22:48,1.9,3.1,location5
152338.JPG,2019-07-24 14:22:48,2.2,3.2,location6
152338.JPG,2019-07-24 14:22:49,2.3,3.3,location6
152338.JPG,2019-07-24 14:22:49,1.8,5.1,location7
152338.JPG,2019-07-24 14:22:49,1.9,3.1,location5
152338.JPG,2019-07-24 14:22:49,9.0,24.7,location8
152338.JPG,2019-07-24 14:22:50,2.2,3.3,location1
152338.JPG,2019-07-24 14:22:50,9.0,24.5,location8
152338.JPG,2019-07-24 14:22:50,2.3,3.3,location1
152338.JPG,2019-07-24 14:22:50,1.9,3.0,location5
152338.JPG,2019-07-24 14:22:50,2.3,3.3,location6
152338.JPG,2019-07-24 14:22:50,1.8,5.1,location7
152338.JPG,2019-07-24 14:22:51,1.8,5.4,location7
152338.JPG,2019-07-24 14:22:51,2.3,3.1,location6
152338.JPG,2019-07-24 14:22:51,2.2,3.3,location1
152338.JPG,2019-07-24 14:22:51,8.9,14.9,location8
152338.JPG,2019-07-24 14:22:51,1.9,2.9,location5
152338.JPG,2019-07-24 14:22:52,8.8,15.0,location8
152338.JPG,2019-07-24 14:22:52,1.7,5.0,location7
152338.JPG,2019-07-24 14:22:52,1.9,3.0,location5
152338.JPG,2019-07-24 14:22:52,2.3,3.1,location6
152338.JPG,2019-07-24 14:22:53,2.3,3.1,location6
152338.JPG,2019-07-24 14:22:53,2.2,3.4,location1
152338.JPG,2019-07-24 14:22:53,1.7,5.0,location7
152338.JPG,2019-07-24 14:22:53,2.3,3.4,location1
152338.JPG,2019-07-24 14:22:53,8.9,15.1,location8
152338.JPG,2019-07-24 14:22:53,1.9,2.8,location5
152338.JPG,2019-07-24 14:22:54,2.2,3.3,location1
152338.JPG,2019-07-24 14:22:54,2.2,3.2,location6
152338.JPG,2019-07-24 14:22:54,1.9,2.9,location5
152338.JPG,2019-07-24 14:22:54,8.9,14.9,location8
152338.JPG,2019-07-24 14:22:54,1.8,5.0,location7
152338.JPG,2019-07-24 14:22:55,8.9,15.0,location8
152338.JPG,2019-07-24 14:22:55,2.2,3.3,location6
152338.JPG,2019-07-24 14:22:55,1.9,3.0,location5
152338.JPG,2019-07-24 14:22:55,1.8,5.0,location7
152338.JPG,2019-07-24 14:22:56,2.2,3.4,location1
152338.JPG,2019-07-24 14:22:56,9.0,15.2,location8
152338.JPG,2019-07-24 14:22:56,2.3,3.2,location6
152338.JPG,2019-07-24 14:22:56,1.9,3.0,location5
152338.JPG,2019-07-24 14:22:56,1.8,5.0,location7
152338.JPG,2019-07-24 14:22:56,2.3,3.0,location1
152338.JPG,2019-07-24 14:22:57,1.9,2.9,location5
152338.JPG,2019-07-24 14:22:57,1.7,4.3,location7
152338.JPG,2019-07-24 14:22:57,2.3,3.0,location1
152338.JPG,2019-07-24 14:22:57,2.3,3.3,location6
152338.JPG,2019-07-24 14:22:57,9.0,15.3,location8
152338.JPG,2019-07-24 14:22:58,9.0,15.3,location8
152338.JPG,2019-07-24 14:22:58,2.3,3.3,location6
152338.JPG,2019-07-24 14:22:58,1.7,4.3,location7
152338.JPG,2019-07-24 14:22:58,1.9,2.9,location5
152338.JPG,2019-07-24 14:22:58,2.4,3.2,location1
152338.JPG,2019-07-24 14:22:59,1.8,2.5,location5
152338.JPG,2019-07-24 14:22:59,9.0,15.3,location8
152338.JPG,2019-07-24 14:22:59,1.7,4.3,location7
152338.JPG,2019-07-24 14:22:59,2.4,3.5,location6
152338.JPG,2019-07-24 14:23:00,2.4,3.2,location1
152338.JPG,2019-07-24 14:23:00,2.4,3.6,location6
152338.JPG,2019-07-24 14:23:00,2.4,3.2,location1
152338.JPG,2019-07-24 14:23:00,9.0,15.2,location8
152338.JPG,2019-07-24 14:23:00,1.7,4.1,location7
152338.JPG,2019-07-24 14:23:00,1.9,2.4,location5
152338.JPG,2019-07-24 14:23:01,1.9,2.3,location5
152338.JPG,2019-07-24 14:23:01,2.4,3.2,location1
152338.JPG,2019-07-24 14:23:01,1.6,4.0,location7
152338.JPG,2019-07-24 14:23:01,2.4,3.5,location6
152338.JPG,2019-07-24 14:23:01,9.0,14.8,location8
152338.JPG,2019-07-24 14:23:02,9.1,13.2,location8
152338.JPG,2019-07-24 14:23:02,1.6,4.0,location7
152338.JPG,2019-07-24 14:23:02,1.9,2.3,location5
152338.JPG,2019-07-24 14:23:02,2.3,3.5,location6
152338.JPG,2019-07-24 14:23:03,9.2,13.3,location8
152338.JPG,2019-07-24 14:23:03,2.4,3.5,location6
152338.JPG,2019-07-24 14:23:03,1.9,2.3,location5
152338.JPG,2019-07-24 14:23:03,2.5,3.2,location1
152338.JPG,2019-07-24 14:23:03,2.4,3.1,location1
152338.JPG,2019-07-24 14:23:03,1.5,3.9,location7
152338.JPG,2019-07-24 14:23:04,1.6,3.6,location7
152338.JPG,2019-07-24 14:23:04,2.5,3.7,location1
152338.JPG,2019-07-24 14:23:04,9.2,13.1,location8
152338.JPG,2019-07-24 14:23:04,2.4,3.5,location6
152338.JPG,2019-07-24 14:23:04,1.8,2.4,location5
152338.JPG,2019-07-24 14:23:05,2.4,3.6,location6
152338.JPG,2019-07-24 14:23:05,1.6,6.4,location7
152338.JPG,2019-07-24 14:23:05,9.3,13.4,location8
152338.JPG,2019-07-24 14:23:05,1.9,2.6,location5
152338.JPG,2019-07-24 14:23:06,1.6,6.5,location7
152338.JPG,2019-07-24 14:23:06,2.4,3.5,location6
152338.JPG,2019-07-24 14:23:06,2.6,3.8,location1
152338.JPG,2019-07-24 14:23:06,1.9,2.6,location5
152338.JPG,2019-07-24 14:23:06,2.6,3.7,location1
152338.JPG,2019-07-24 14:23:06,9.2,13.3,location8
152338.JPG,2019-07-24 14:23:07,2.6,4.7,location1
152338.JPG,2019-07-24 14:23:07,1.6,6.4,location7
152338.JPG,2019-07-24 14:23:07,1.9,2.6,location5
152338.JPG,2019-07-24 14:23:07,2.3,2.8,location6
152338.JPG,2019-07-24 14:23:07,9.1,13.2,location8
152338.JPG,2019-07-24 14:23:08,1.6,6.4,location7
152338.JPG,2019-07-24 14:23:08,2.4,2.8,location6
152338.JPG,2019-07-24 14:23:08,2.0,2.7,location5
152338.JPG,2019-07-24 14:23:08,9.3,19.8,location8
152338.JPG,2019-07-24 14:23:09,9.7,20.4,location8
152338.JPG,2019-07-24 14:23:09,2.0,2.8,location5
152338.JPG,2019-07-24 14:23:09,2.4,2.8,location6
152338.JPG,2019-07-24 14:23:09,2.6,4.7,location1
152338.JPG,2019-07-24 14:23:09,2.6,4.8,location1
152338.JPG,2019-07-24 14:23:09,1.5,6.4,location7
152338.JPG,2019-07-24 14:23:10,1.5,6.3,location7
152338.JPG,2019-07-24 14:23:10,2.6,4.9,location1
152338.JPG,2019-07-24 14:23:10,2.0,2.7,location5
152338.JPG,2019-07-24 14:23:10,9.4,19.8,location8
152338.JPG,2019-07-24 14:23:10,2.4,2.8,location6
152338.JPG,2019-07-24 14:23:11,2.1,2.9,location5
152338.JPG,2019-07-24 14:23:11,2.4,2.7,location6
152338.JPG,2019-07-24 14:23:11,9.1,19.5,location8
152338.JPG,2019-07-24 14:23:11,1.5,6.3,location7
152338.JPG,2019-07-24 14:23:12,1.5,6.0,location7
152338.JPG,2019-07-24 14:23:12,2.6,4.9,location1
152338.JPG,2019-07-24 14:23:12,8.9,19.3,location8
152338.JPG,2019-07-24 14:23:12,2.7,4.8,location1
152338.JPG,2019-07-24 14:23:12,2.3,2.8,location6
152338.JPG,2019-07-24 14:23:12,2.1,2.9,location5
152338.JPG,2019-07-24 14:23:13,2.6,4.8,location1
152338.JPG,2019-07-24 14:23:13,2.0,2.8,location5
152338.JPG,2019-07-24 14:23:13,2.3,2.8,location6
152338.JPG,2019-07-24 14:23:13,9.7,47.1,location8
152338.JPG,2019-07-24 14:23:13,1.5,6.3,location7
152338.JPG,2019-07-24 14:23:14,2.0,2.8,location5
152338.JPG,2019-07-24 14:23:14,2.3,2.8,location6
152338.JPG,2019-07-24 14:23:14,9.7,47.2,location8
152338.JPG,2019-07-24 14:23:14,1.6,6.4,location7
152338.JPG,2019-07-24 14:23:15,2.3,2.9,location6
152338.JPG,2019-07-24 14:23:15,1.9,2.7,location5
152338.JPG,2019-07-24 14:23:15,9.6,46.7,location8
152338.JPG,2019-07-24 14:23:15,2.5,4.6,location1
152338.JPG,2019-07-24 14:23:15,1.6,6.5,location7
152338.JPG,2019-07-24 14:23:15,2.5,5.0,location1
152338.JPG,2019-07-24 14:23:16,9.6,46.7,location8
152338.JPG,2019-07-24 14:23:16,2.4,4.9,location1
152338.JPG,2019-07-24 14:23:16,1.9,2.6,location5
152338.JPG,2019-07-24 14:23:16,1.6,6.5,location7
152338.JPG,2019-07-24 14:23:16,2.3,2.8,location6
152338.JPG,2019-07-24 14:23:17,9.7,46.7,location8
152338.JPG,2019-07-24 14:23:17,1.6,5.7,location7
152338.JPG,2019-07-24 14:23:17,2.2,2.8,location6
152338.JPG,2019-07-24 14:23:17,1.9,2.6,location5
152338.JPG,2019-07-24 14:23:18,1.9,3.5,location5
152338.JPG,2019-07-24 14:23:18,2.5,5.2,location1
152338.JPG,2019-07-24 14:23:18,2.1,2.6,location6
152338.JPG,2019-07-24 14:23:18,1.7,5.8,location7
152338.JPG,2019-07-24 14:23:18,9.7,46.7,location8
152338.JPG,2019-07-24 14:23:19,1.7,5.7,location7
152338.JPG,2019-07-24 14:23:19,1.9,3.5,location5
152338.JPG,2019-07-24 14:23:19,2.1,2.5,location6
152338.JPG,2019-07-24 14:23:19,2.5,5.0,location1
152338.JPG,2019-07-24 14:23:19,9.8,46.8,location8
152338.JPG,2019-07-24 14:23:19,2.5,5.3,location1
152338.JPG,2019-07-24 14:23:20,1.9,3.6,location5
152338.JPG,2019-07-24 14:23:20,9.8,47.3,location8
152338.JPG,2019-07-24 14:23:20,1.7,5.8,location7
152338.JPG,2019-07-24 14:23:20,2.0,2.7,location6
152338.JPG,2019-07-24 14:23:21,9.8,46.2,location8
152338.JPG,2019-07-24 14:23:21,2.0,2.9,location6
152338.JPG,2019-07-24 14:23:21,2.6,5.1,location1
152338.JPG,2019-07-24 14:23:21,1.8,5.6,location7
152338.JPG,2019-07-24 14:23:21,2.0,3.7,location5
152338.JPG,2019-07-24 14:23:22,1.8,5.6,location7
152338.JPG,2019-07-24 14:23:22,2.0,2.8,location6
152338.JPG,2019-07-24 14:23:22,2.6,5.1,location1
152338.JPG,2019-07-24 14:23:22,2.0,3.7,location5
152338.JPG,2019-07-24 14:23:22,9.9,46.1,location8
152338.JPG,2019-07-24 14:23:22,2.5,5.3,location1
152338.JPG,2019-07-24 14:23:23,9.8,46.1,location8
152338.JPG,2019-07-24 14:23:23,1.8,5.9,location7
152338.JPG,2019-07-24 14:23:23,2.0,3.8,location5
152338.JPG,2019-07-24 14:23:23,2.0,2.8,location6
152338.JPG,2019-07-24 14:23:23,2.5,5.3,location1
152338.JPG,2019-07-24 14:23:24,2.0,3.8,location5
152338.JPG,2019-07-24 14:23:24,9.8,46.1,location8
152338.JPG,2019-07-24 14:23:24,2.0,2.7,location6
152338.JPG,2019-07-24 14:23:24,1.8,5.9,location7
152338.JPG,2019-07-24 14:23:25,2.6,5.3,location1
152338.JPG,2019-07-24 14:23:25,9.8,45.6,location8
152338.JPG,2019-07-24 14:23:25,2.1,3.8,location5
152338.JPG,2019-07-24 14:23:25,1.8,5.9,location7
152338.JPG,2019-07-24 14:23:25,1.9,2.6,location6
152338.JPG,2019-07-24 14:23:25,2.6,5.3,location1
152338.JPG,2019-07-24 14:23:26,9.7,46.2,location8
152338.JPG,2019-07-24 14:23:26,1.9,2.6,location6
152338.JPG,2019-07-24 14:23:26,2.0,3.7,location5
152338.JPG,2019-07-24 14:23:26,2.5,5.5,location1
152338.JPG,2019-07-24 14:23:26,1.8,6.0,location7
152338.JPG,2019-07-24 14:23:27,9.7,46.1,location8
152338.JPG,2019-07-24 14:23:27,2.1,3.7,location5
152338.JPG,2019-07-24 14:23:27,1.9,2.9,location6
152338.JPG,2019-07-24 14:23:27,1.8,6.0,location7
152338.JPG,2019-07-24 14:23:28,9.7,46.1,location8
152338.JPG,2019-07-24 14:23:28,2.5,5.5,location1
152338.JPG,2019-07-24 14:23:28,1.8,6.1,location7
152338.JPG,2019-07-24 14:23:28,2.5,5.7,location1
152338.JPG,2019-07-24 14:23:28,2.1,3.8,location5
152338.JPG,2019-07-24 14:23:28,1.9,2.9,location6
152338.JPG,2019-07-24 14:23:29,1.8,2.7,location6
152338.JPG,2019-07-24 14:23:29,1.8,6.0,location7
152338.JPG,2019-07-24 14:23:29,9.9,46.6,location8
152338.JPG,2019-07-24 14:23:29,2.1,3.9,location5
152338.JPG,2019-07-24 14:23:29,2.5,5.6,location1
152338.JPG,2019-07-24 14:23:30,10.0,46.8,location8
152338.JPG,2019-07-24 14:23:30,2.1,3.9,location5
152338.JPG,2019-07-24 14:23:30,1.8,6.1,location7
152338.JPG,2019-07-24 14:23:30,1.8,2.6,location6
152338.JPG,2019-07-24 14:23:31,10.1,47.1,location8
152338.JPG,2019-07-24 14:23:31,2.5,5.7,location1
152338.JPG,2019-07-24 14:23:31,2.4,5.6,location1
152338.JPG,2019-07-24 14:23:31,1.9,6.0,location7
152338.JPG,2019-07-24 14:23:31,2.1,3.9,location5
152338.JPG,2019-07-24 14:23:31,1.8,2.7,location6
152338.JPG,2019-07-24 14:23:32,1.8,2.7,location6
152338.JPG,2019-07-24 14:23:32,2.5,5.6,location1
152338.JPG,2019-07-24 14:23:32,1.9,7.2,location7
152338.JPG,2019-07-24 14:23:32,2.1,3.9,location5
152338.JPG,2019-07-24 14:23:32,10.0,47.0,location8
152338.JPG,2019-07-24 14:23:33,1.9,7.2,location7
152338.JPG,2019-07-24 14:23:33,1.8,2.6,location6
152338.JPG,2019-07-24 14:23:33,10.0,46.9,location8
152338.JPG,2019-07-24 14:23:33,2.1,4.1,location5
152338.JPG,2019-07-24 14:23:34,1.7,2.5,location6
152338.JPG,2019-07-24 14:23:34,10.0,47.2,location8
152338.JPG,2019-07-24 14:23:34,2.1,4.2,location5
152338.JPG,2019-07-24 14:23:34,2.4,5.5,location1
152338.JPG,2019-07-24 14:23:34,1.9,7.2,location7
152338.JPG,2019-07-24 14:23:35,2.1,4.3,location5
152338.JPG,2019-07-24 14:23:35,2.3,5.1,location1
152338.JPG,2019-07-24 14:23:35,2.4,5.1,location1
152338.JPG,2019-07-24 14:23:35,1.6,2.5,location6
152338.JPG,2019-07-24 14:23:35,1.8,4.3,location7
152338.JPG,2019-07-24 14:23:35,10.0,47.0,location8
152338.JPG,2019-07-24 14:23:36,2.0,4.4,location5
152338.JPG,2019-07-24 14:23:36,1.8,4.4,location7
152338.JPG,2019-07-24 14:23:36,1.6,2.5,location6
152338.JPG,2019-07-24 14:23:36,10.0,46.8,location8
152338.JPG,2019-07-24 14:23:37,2.0,4.4,location5
152338.JPG,2019-07-24 14:23:37,2.3,5.0,location1
152338.JPG,2019-07-24 14:23:37,10.0,46.7,location8
152338.JPG,2019-07-24 14:23:37,1.9,4.4,location7
152338.JPG,2019-07-24 14:23:37,1.7,2.5,location6
152338.JPG,2019-07-24 14:23:38,2.3,4.1,location1
152338.JPG,2019-07-24 14:23:38,1.6,2.5,location6
152338.JPG,2019-07-24 14:23:38,9.8,40.2,location8
152338.JPG,2019-07-24 14:23:38,2.0,4.4,location5
152338.JPG,2019-07-24 14:23:38,1.9,4.4,location7
152338.JPG,2019-07-24 14:23:38,2.3,4.1,location1
152338.JPG,2019-07-24 14:23:39,1.7,2.6,location6
152338.JPG,2019-07-24 14:23:39,2.0,4.3,location5
152338.JPG,2019-07-24 14:23:39,9.4,39.4,location8
152338.JPG,2019-07-24 14:23:39,2.0,4.5,location7
152338.JPG,2019-07-24 14:23:40,9.7,39.8,location8
152338.JPG,2019-07-24 14:23:40,1.7,2.6,location6
152338.JPG,2019-07-24 14:23:40,2.0,4.3,location5
152338.JPG,2019-07-24 14:23:40,2.3,3.9,location1
152338.JPG,2019-07-24 14:23:40,2.0,4.7,location7
152338.JPG,2019-07-24 14:23:41,1.9,4.2,location5
152338.JPG,2019-07-24 14:23:41,2.0,4.6,location7
152338.JPG,2019-07-24 14:23:41,2.2,3.7,location1
152338.JPG,2019-07-24 14:23:41,1.7,2.6,location6
152338.JPG,2019-07-24 14:23:41,2.2,3.8,location1
152338.JPG,2019-07-24 14:23:41,10.0,40.1,location8
152338.JPG,2019-07-24 14:23:42,10.2,40.3,location8
152338.JPG,2019-07-24 14:23:42,2.2,3.6,location1
152338.JPG,2019-07-24 14:23:42,1.7,2.5,location6
152338.JPG,2019-07-24 14:23:42,1.9,4.5,location7
152338.JPG,2019-07-24 14:23:42,1.9,4.2,location5
152338.JPG,2019-07-24 14:23:43,1.9,4.1,location7
152338.JPG,2019-07-24 14:23:43,9.5,12.5,location8
152338.JPG,2019-07-24 14:23:43,1.9,4.2,location5
152338.JPG,2019-07-24 14:23:43,1.7,2.5,location6
152338.JPG,2019-07-24 14:23:44,1.7,2.5,location6
152338.JPG,2019-07-24 14:23:44,1.9,4.2,location7
152338.JPG,2019-07-24 14:23:44,9.5,13.1,location8
152338.JPG,2019-07-24 14:23:44,1.9,4.2,location5
152338.JPG,2019-07-24 14:23:44,2.3,3.7,location1
152338.JPG,2019-07-24 14:23:44,2.2,3.6,location1
152338.JPG,2019-07-24 14:23:45,1.6,2.4,location6
152338.JPG,2019-07-24 14:23:45,2.3,3.4,location1
152338.JPG,2019-07-24 14:23:45,1.9,4.2,location7
