day,image_filename,patch_idx,augmentations,npy_path,patch_x,patch_y,patch_center_x,patch_center_y
11_10_data,IMG_20191110_103846.jpg,166,rotate_brightness_contrast,11_10_data\patch\IMG_20191110_103846_p166_rotate_brightness_contrast.npy,2048,640,2176,768
11_10_data,IMG_20191110_103846.jpg,166,contrast_hflip,11_10_data\patch\IMG_20191110_103846_p166_contrast_hflip.npy,2048,640,2176,768
11_10_data,IMG_20191110_103846.jpg,167,rotate_brightness,11_10_data\patch\IMG_20191110_103846_p167_rotate_brightness.npy,2176,640,2304,768
11_10_data,IMG_20191110_103846.jpg,167,contrast_hflip,11_10_data\patch\IMG_20191110_103846_p167_contrast_hflip.npy,2176,640,2304,768
11_10_data,IMG_20191110_103846.jpg,168,brightness_contrast_hflip,11_10_data\patch\IMG_20191110_103846_p168_brightness_contrast_hflip.npy,2304,640,2432,768
11_10_data,IMG_20191110_103846.jpg,168,rotate_contrast,11_10_data\patch\IMG_20191110_103846_p168_rotate_contrast.npy,2304,640,2432,768
11_10_data,IMG_20191110_103846.jpg,169,rotate_contrast_hflip,11_10_data\patch\IMG_20191110_103846_p169_rotate_contrast_hflip.npy,2432,640,2560,768
11_10_data,IMG_20191110_103846.jpg,169,contrast,11_10_data\patch\IMG_20191110_103846_p169_contrast.npy,2432,640,2560,768
11_10_data,IMG_20191110_103846.jpg,170,contrast_hflip,11_10_data\patch\IMG_20191110_103846_p170_contrast_hflip.npy,2560,640,2688,768
11_10_data,IMG_20191110_103846.jpg,170,hflip,11_10_data\patch\IMG_20191110_103846_p170_hflip.npy,2560,640,2688,768
11_10_data,IMG_20191110_103846.jpg,171,rotate_contrast_hflip,11_10_data\patch\IMG_20191110_103846_p171_rotate_contrast_hflip.npy,2688,640,2816,768
11_10_data,IMG_20191110_103846.jpg,171,brightness_hflip,11_10_data\patch\IMG_20191110_103846_p171_brightness_hflip.npy,2688,640,2816,768
11_10_data,IMG_20191110_103846.jpg,172,hflip,11_10_data\patch\IMG_20191110_103846_p172_hflip.npy,2816,640,2944,768
11_10_data,IMG_20191110_103846.jpg,172,rotate_brightness_hflip,11_10_data\patch\IMG_20191110_103846_p172_rotate_brightness_hflip.npy,2816,640,2944,768
11_10_data,IMG_20191110_103846.jpg,173,contrast_hflip,11_10_data\patch\IMG_20191110_103846_p173_contrast_hflip.npy,2944,640,3072,768
11_10_data,IMG_20191110_103846.jpg,173,brightness_contrast,11_10_data\patch\IMG_20191110_103846_p173_brightness_contrast.npy,2944,640,3072,768
11_10_data,IMG_20191110_103846.jpg,174,brightness_contrast,11_10_data\patch\IMG_20191110_103846_p174_brightness_contrast.npy,3072,640,3200,768
11_10_data,IMG_20191110_103846.jpg,174,rotate_contrast_hflip,11_10_data\patch\IMG_20191110_103846_p174_rotate_contrast_hflip.npy,3072,640,3200,768
11_10_data,IMG_20191110_103846.jpg,175,rotate_brightness_hflip,11_10_data\patch\IMG_20191110_103846_p175_rotate_brightness_hflip.npy,3200,640,3328,768
11_10_data,IMG_20191110_103846.jpg,175,brightness_contrast_hflip,11_10_data\patch\IMG_20191110_103846_p175_brightness_contrast_hflip.npy,3200,640,3328,768
11_10_data,IMG_20191110_103846.jpg,176,contrast,11_10_data\patch\IMG_20191110_103846_p176_contrast.npy,3328,640,3456,768
11_10_data,IMG_20191110_103846.jpg,176,brightness_contrast_hflip,11_10_data\patch\IMG_20191110_103846_p176_brightness_contrast_hflip.npy,3328,640,3456,768
11_10_data,IMG_20191110_103846.jpg,177,hflip,11_10_data\patch\IMG_20191110_103846_p177_hflip.npy,3456,640,3584,768
11_10_data,IMG_20191110_103846.jpg,177,rotate_hflip,11_10_data\patch\IMG_20191110_103846_p177_rotate_hflip.npy,3456,640,3584,768
11_10_data,IMG_20191110_103846.jpg,178,rotate_contrast_hflip,11_10_data\patch\IMG_20191110_103846_p178_rotate_contrast_hflip.npy,3584,640,3712,768
11_10_data,IMG_20191110_103846.jpg,178,rotate,11_10_data\patch\IMG_20191110_103846_p178_rotate.npy,3584,640,3712,768
11_10_data,IMG_20191110_103846.jpg,179,hflip,11_10_data\patch\IMG_20191110_103846_p179_hflip.npy,3712,640,3840,768
11_10_data,IMG_20191110_103846.jpg,179,brightness_contrast,11_10_data\patch\IMG_20191110_103846_p179_brightness_contrast.npy,3712,640,3840,768
11_10_data,IMG_20191110_103846.jpg,180,rotate_brightness_contrast_hflip,11_10_data\patch\IMG_20191110_103846_p180_rotate_brightness_contrast_hflip.npy,0,768,128,896
11_10_data,IMG_20191110_103846.jpg,180,rotate_brightness_contrast,11_10_data\patch\IMG_20191110_103846_p180_rotate_brightness_contrast.npy,0,768,128,896
11_10_data,IMG_20191110_103846.jpg,181,rotate_contrast,11_10_data\patch\IMG_20191110_103846_p181_rotate_contrast.npy,128,768,256,896
11_10_data,IMG_20191110_103846.jpg,181,rotate_hflip,11_10_data\patch\IMG_20191110_103846_p181_rotate_hflip.npy,128,768,256,896
11_10_data,IMG_20191110_103846.jpg,182,contrast,11_10_data\patch\IMG_20191110_103846_p182_contrast.npy,256,768,384,896
11_10_data,IMG_20191110_103846.jpg,182,rotate_brightness,11_10_data\patch\IMG_20191110_103846_p182_rotate_brightness.npy,256,768,384,896
11_10_data,IMG_20191110_103846.jpg,183,brightness_contrast_hflip,11_10_data\patch\IMG_20191110_103846_p183_brightness_contrast_hflip.npy,384,768,512,896
11_10_data,IMG_20191110_103846.jpg,183,hflip,11_10_data\patch\IMG_20191110_103846_p183_hflip.npy,384,768,512,896
11_10_data,IMG_20191110_103846.jpg,184,rotate_hflip,11_10_data\patch\IMG_20191110_103846_p184_rotate_hflip.npy,512,768,640,896
11_10_data,IMG_20191110_103846.jpg,184,brightness_contrast_hflip,11_10_data\patch\IMG_20191110_103846_p184_brightness_contrast_hflip.npy,512,768,640,896
11_10_data,IMG_20191110_103846.jpg,185,contrast_hflip,11_10_data\patch\IMG_20191110_103846_p185_contrast_hflip.npy,640,768,768,896
11_10_data,IMG_20191110_103846.jpg,185,rotate_hflip,11_10_data\patch\IMG_20191110_103846_p185_rotate_hflip.npy,640,768,768,896
11_10_data,IMG_20191110_103846.jpg,186,rotate_contrast_hflip,11_10_data\patch\IMG_20191110_103846_p186_rotate_contrast_hflip.npy,768,768,896,896
11_10_data,IMG_20191110_103846.jpg,186,hflip,11_10_data\patch\IMG_20191110_103846_p186_hflip.npy,768,768,896,896
11_10_data,IMG_20191110_103846.jpg,187,contrast,11_10_data\patch\IMG_20191110_103846_p187_contrast.npy,896,768,1024,896
11_10_data,IMG_20191110_103846.jpg,187,rotate,11_10_data\patch\IMG_20191110_103846_p187_rotate.npy,896,768,1024,896
11_10_data,IMG_20191110_103846.jpg,188,rotate_brightness_contrast_hflip,11_10_data\patch\IMG_20191110_103846_p188_rotate_brightness_contrast_hflip.npy,1024,768,1152,896
11_10_data,IMG_20191110_103846.jpg,188,rotate_contrast,11_10_data\patch\IMG_20191110_103846_p188_rotate_contrast.npy,1024,768,1152,896
11_10_data,IMG_20191110_103846.jpg,189,rotate_contrast,11_10_data\patch\IMG_20191110_103846_p189_rotate_contrast.npy,1152,768,1280,896
11_10_data,IMG_20191110_103846.jpg,189,brightness_hflip,11_10_data\patch\IMG_20191110_103846_p189_brightness_hflip.npy,1152,768,1280,896
11_10_data,IMG_20191110_103846.jpg,190,rotate_brightness_contrast_hflip,11_10_data\patch\IMG_20191110_103846_p190_rotate_brightness_contrast_hflip.npy,1280,768,1408,896
11_10_data,IMG_20191110_103846.jpg,190,rotate_brightness_hflip,11_10_data\patch\IMG_20191110_103846_p190_rotate_brightness_hflip.npy,1280,768,1408,896
11_10_data,IMG_20191110_103846.jpg,191,rotate_brightness_contrast,11_10_data\patch\IMG_20191110_103846_p191_rotate_brightness_contrast.npy,1408,768,1536,896
11_10_data,IMG_20191110_103846.jpg,191,brightness_hflip,11_10_data\patch\IMG_20191110_103846_p191_brightness_hflip.npy,1408,768,1536,896
11_10_data,IMG_20191110_103846.jpg,192,rotate_brightness_hflip,11_10_data\patch\IMG_20191110_103846_p192_rotate_brightness_hflip.npy,1536,768,1664,896
11_10_data,IMG_20191110_103846.jpg,192,contrast,11_10_data\patch\IMG_20191110_103846_p192_contrast.npy,1536,768,1664,896
11_10_data,IMG_20191110_103846.jpg,193,hflip,11_10_data\patch\IMG_20191110_103846_p193_hflip.npy,1664,768,1792,896
11_10_data,IMG_20191110_103846.jpg,193,brightness,11_10_data\patch\IMG_20191110_103846_p193_brightness.npy,1664,768,1792,896
11_10_data,IMG_20191110_103846.jpg,194,rotate_hflip,11_10_data\patch\IMG_20191110_103846_p194_rotate_hflip.npy,1792,768,1920,896
11_10_data,IMG_20191110_103846.jpg,194,brightness,11_10_data\patch\IMG_20191110_103846_p194_brightness.npy,1792,768,1920,896
11_10_data,IMG_20191110_103846.jpg,195,rotate_brightness,11_10_data\patch\IMG_20191110_103846_p195_rotate_brightness.npy,1920,768,2048,896
11_10_data,IMG_20191110_103846.jpg,195,rotate_hflip,11_10_data\patch\IMG_20191110_103846_p195_rotate_hflip.npy,1920,768,2048,896
11_10_data,IMG_20191110_103846.jpg,196,rotate_brightness_hflip,11_10_data\patch\IMG_20191110_103846_p196_rotate_brightness_hflip.npy,2048,768,2176,896
11_10_data,IMG_20191110_103846.jpg,196,rotate_brightness,11_10_data\patch\IMG_20191110_103846_p196_rotate_brightness.npy,2048,768,2176,896
11_10_data,IMG_20191110_103846.jpg,197,brightness_contrast_hflip,11_10_data\patch\IMG_20191110_103846_p197_brightness_contrast_hflip.npy,2176,768,2304,896
11_10_data,IMG_20191110_103846.jpg,197,rotate_brightness_contrast,11_10_data\patch\IMG_20191110_103846_p197_rotate_brightness_contrast.npy,2176,768,2304,896
11_10_data,IMG_20191110_103846.jpg,198,contrast,11_10_data\patch\IMG_20191110_103846_p198_contrast.npy,2304,768,2432,896
11_10_data,IMG_20191110_103846.jpg,198,rotate_hflip,11_10_data\patch\IMG_20191110_103846_p198_rotate_hflip.npy,2304,768,2432,896
11_10_data,IMG_20191110_103846.jpg,199,brightness_contrast_hflip,11_10_data\patch\IMG_20191110_103846_p199_brightness_contrast_hflip.npy,2432,768,2560,896
11_10_data,IMG_20191110_103846.jpg,199,hflip,11_10_data\patch\IMG_20191110_103846_p199_hflip.npy,2432,768,2560,896
11_10_data,IMG_20191110_103846.jpg,200,rotate_brightness,11_10_data\patch\IMG_20191110_103846_p200_rotate_brightness.npy,2560,768,2688,896
11_10_data,IMG_20191110_103846.jpg,200,rotate_brightness_contrast,11_10_data\patch\IMG_20191110_103846_p200_rotate_brightness_contrast.npy,2560,768,2688,896
11_10_data,IMG_20191110_103846.jpg,201,brightness,11_10_data\patch\IMG_20191110_103846_p201_brightness.npy,2688,768,2816,896
11_10_data,IMG_20191110_103846.jpg,201,rotate_brightness_contrast_hflip,11_10_data\patch\IMG_20191110_103846_p201_rotate_brightness_contrast_hflip.npy,2688,768,2816,896
11_10_data,IMG_20191110_103846.jpg,202,rotate_contrast,11_10_data\patch\IMG_20191110_103846_p202_rotate_contrast.npy,2816,768,2944,896
11_10_data,IMG_20191110_103846.jpg,202,rotate_brightness_hflip,11_10_data\patch\IMG_20191110_103846_p202_rotate_brightness_hflip.npy,2816,768,2944,896
11_10_data,IMG_20191110_103846.jpg,203,rotate_contrast,11_10_data\patch\IMG_20191110_103846_p203_rotate_contrast.npy,2944,768,3072,896
11_10_data,IMG_20191110_103846.jpg,203,rotate_brightness,11_10_data\patch\IMG_20191110_103846_p203_rotate_brightness.npy,2944,768,3072,896
11_10_data,IMG_20191110_103846.jpg,204,rotate_hflip,11_10_data\patch\IMG_20191110_103846_p204_rotate_hflip.npy,3072,768,3200,896
11_10_data,IMG_20191110_103846.jpg,204,contrast_hflip,11_10_data\patch\IMG_20191110_103846_p204_contrast_hflip.npy,3072,768,3200,896
11_10_data,IMG_20191110_103846.jpg,205,rotate_brightness,11_10_data\patch\IMG_20191110_103846_p205_rotate_brightness.npy,3200,768,3328,896
11_10_data,IMG_20191110_103846.jpg,205,rotate,11_10_data\patch\IMG_20191110_103846_p205_rotate.npy,3200,768,3328,896
11_10_data,IMG_20191110_103846.jpg,206,rotate_brightness_contrast,11_10_data\patch\IMG_20191110_103846_p206_rotate_brightness_contrast.npy,3328,768,3456,896
11_10_data,IMG_20191110_103846.jpg,206,rotate_brightness,11_10_data\patch\IMG_20191110_103846_p206_rotate_brightness.npy,3328,768,3456,896
11_10_data,IMG_20191110_103846.jpg,207,brightness_contrast,11_10_data\patch\IMG_20191110_103846_p207_brightness_contrast.npy,3456,768,3584,896
11_10_data,IMG_20191110_103846.jpg,207,rotate_brightness,11_10_data\patch\IMG_20191110_103846_p207_rotate_brightness.npy,3456,768,3584,896
11_10_data,IMG_20191110_103846.jpg,208,brightness_contrast,11_10_data\patch\IMG_20191110_103846_p208_brightness_contrast.npy,3584,768,3712,896
11_10_data,IMG_20191110_103846.jpg,208,rotate,11_10_data\patch\IMG_20191110_103846_p208_rotate.npy,3584,768,3712,896
11_10_data,IMG_20191110_103846.jpg,209,contrast,11_10_data\patch\IMG_20191110_103846_p209_contrast.npy,3712,768,3840,896
11_10_data,IMG_20191110_103846.jpg,209,rotate_brightness_hflip,11_10_data\patch\IMG_20191110_103846_p209_rotate_brightness_hflip.npy,3712,768,3840,896
11_10_data,IMG_20191110_103846.jpg,210,rotate_brightness_hflip,11_10_data\patch\IMG_20191110_103846_p210_rotate_brightness_hflip.npy,0,896,128,1024
11_10_data,IMG_20191110_103846.jpg,210,rotate_contrast,11_10_data\patch\IMG_20191110_103846_p210_rotate_contrast.npy,0,896,128,1024
11_10_data,IMG_20191110_103846.jpg,211,rotate_brightness_hflip,11_10_data\patch\IMG_20191110_103846_p211_rotate_brightness_hflip.npy,128,896,256,1024
11_10_data,IMG_20191110_103846.jpg,211,brightness_contrast,11_10_data\patch\IMG_20191110_103846_p211_brightness_contrast.npy,128,896,256,1024
11_10_data,IMG_20191110_103846.jpg,212,rotate_brightness,11_10_data\patch\IMG_20191110_103846_p212_rotate_brightness.npy,256,896,384,1024
11_10_data,IMG_20191110_103846.jpg,212,contrast,11_10_data\patch\IMG_20191110_103846_p212_contrast.npy,256,896,384,1024
11_10_data,IMG_20191110_103846.jpg,213,brightness_hflip,11_10_data\patch\IMG_20191110_103846_p213_brightness_hflip.npy,384,896,512,1024
11_10_data,IMG_20191110_103846.jpg,213,rotate_brightness_contrast_hflip,11_10_data\patch\IMG_20191110_103846_p213_rotate_brightness_contrast_hflip.npy,384,896,512,1024
11_10_data,IMG_20191110_103846.jpg,214,rotate_brightness,11_10_data\patch\IMG_20191110_103846_p214_rotate_brightness.npy,512,896,640,1024
11_10_data,IMG_20191110_103846.jpg,214,rotate_contrast_hflip,11_10_data\patch\IMG_20191110_103846_p214_rotate_contrast_hflip.npy,512,896,640,1024
11_10_data,IMG_20191110_103846.jpg,215,contrast_hflip,11_10_data\patch\IMG_20191110_103846_p215_contrast_hflip.npy,640,896,768,1024
11_10_data,IMG_20191110_103846.jpg,215,hflip,11_10_data\patch\IMG_20191110_103846_p215_hflip.npy,640,896,768,1024
11_10_data,IMG_20191110_103846.jpg,216,hflip,11_10_data\patch\IMG_20191110_103846_p216_hflip.npy,768,896,896,1024
11_10_data,IMG_20191110_103846.jpg,216,rotate_contrast,11_10_data\patch\IMG_20191110_103846_p216_rotate_contrast.npy,768,896,896,1024
11_10_data,IMG_20191110_103846.jpg,217,rotate_hflip,11_10_data\patch\IMG_20191110_103846_p217_rotate_hflip.npy,896,896,1024,1024
11_10_data,IMG_20191110_103846.jpg,217,brightness_contrast,11_10_data\patch\IMG_20191110_103846_p217_brightness_contrast.npy,896,896,1024,1024
11_10_data,IMG_20191110_103846.jpg,218,rotate_brightness_contrast,11_10_data\patch\IMG_20191110_103846_p218_rotate_brightness_contrast.npy,1024,896,1152,1024
11_10_data,IMG_20191110_103846.jpg,218,rotate_brightness_contrast_hflip,11_10_data\patch\IMG_20191110_103846_p218_rotate_brightness_contrast_hflip.npy,1024,896,1152,1024
11_10_data,IMG_20191110_103846.jpg,219,brightness_contrast,11_10_data\patch\IMG_20191110_103846_p219_brightness_contrast.npy,1152,896,1280,1024
11_10_data,IMG_20191110_103846.jpg,219,brightness,11_10_data\patch\IMG_20191110_103846_p219_brightness.npy,1152,896,1280,1024
11_10_data,IMG_20191110_103846.jpg,220,contrast_hflip,11_10_data\patch\IMG_20191110_103846_p220_contrast_hflip.npy,1280,896,1408,1024
11_10_data,IMG_20191110_103846.jpg,220,contrast,11_10_data\patch\IMG_20191110_103846_p220_contrast.npy,1280,896,1408,1024
11_10_data,IMG_20191110_103846.jpg,221,contrast,11_10_data\patch\IMG_20191110_103846_p221_contrast.npy,1408,896,1536,1024
11_10_data,IMG_20191110_103846.jpg,221,rotate_brightness_hflip,11_10_data\patch\IMG_20191110_103846_p221_rotate_brightness_hflip.npy,1408,896,1536,1024
11_10_data,IMG_20191110_103846.jpg,222,rotate_brightness_contrast,11_10_data\patch\IMG_20191110_103846_p222_rotate_brightness_contrast.npy,1536,896,1664,1024
11_10_data,IMG_20191110_103846.jpg,222,rotate_contrast,11_10_data\patch\IMG_20191110_103846_p222_rotate_contrast.npy,1536,896,1664,1024
11_10_data,IMG_20191110_103846.jpg,223,hflip,11_10_data\patch\IMG_20191110_103846_p223_hflip.npy,1664,896,1792,1024
11_10_data,IMG_20191110_103846.jpg,223,brightness_contrast,11_10_data\patch\IMG_20191110_103846_p223_brightness_contrast.npy,1664,896,1792,1024
11_10_data,IMG_20191110_103846.jpg,224,hflip,11_10_data\patch\IMG_20191110_103846_p224_hflip.npy,1792,896,1920,1024
11_10_data,IMG_20191110_103846.jpg,224,rotate_contrast_hflip,11_10_data\patch\IMG_20191110_103846_p224_rotate_contrast_hflip.npy,1792,896,1920,1024
11_10_data,IMG_20191110_103846.jpg,225,rotate_hflip,11_10_data\patch\IMG_20191110_103846_p225_rotate_hflip.npy,1920,896,2048,1024
11_10_data,IMG_20191110_103846.jpg,225,brightness_contrast_hflip,11_10_data\patch\IMG_20191110_103846_p225_brightness_contrast_hflip.npy,1920,896,2048,1024
11_10_data,IMG_20191110_103846.jpg,226,brightness_contrast_hflip,11_10_data\patch\IMG_20191110_103846_p226_brightness_contrast_hflip.npy,2048,896,2176,1024
11_10_data,IMG_20191110_103846.jpg,226,contrast_hflip,11_10_data\patch\IMG_20191110_103846_p226_contrast_hflip.npy,2048,896,2176,1024
11_10_data,IMG_20191110_103846.jpg,227,contrast_hflip,11_10_data\patch\IMG_20191110_103846_p227_contrast_hflip.npy,2176,896,2304,1024
11_10_data,IMG_20191110_103846.jpg,227,rotate_hflip,11_10_data\patch\IMG_20191110_103846_p227_rotate_hflip.npy,2176,896,2304,1024
11_10_data,IMG_20191110_103846.jpg,228,rotate_hflip,11_10_data\patch\IMG_20191110_103846_p228_rotate_hflip.npy,2304,896,2432,1024
11_10_data,IMG_20191110_103846.jpg,228,rotate_contrast_hflip,11_10_data\patch\IMG_20191110_103846_p228_rotate_contrast_hflip.npy,2304,896,2432,1024
11_10_data,IMG_20191110_103846.jpg,229,rotate_brightness,11_10_data\patch\IMG_20191110_103846_p229_rotate_brightness.npy,2432,896,2560,1024
11_10_data,IMG_20191110_103846.jpg,229,brightness_contrast,11_10_data\patch\IMG_20191110_103846_p229_brightness_contrast.npy,2432,896,2560,1024
11_10_data,IMG_20191110_103846.jpg,230,rotate_brightness,11_10_data\patch\IMG_20191110_103846_p230_rotate_brightness.npy,2560,896,2688,1024
11_10_data,IMG_20191110_103846.jpg,230,brightness_contrast,11_10_data\patch\IMG_20191110_103846_p230_brightness_contrast.npy,2560,896,2688,1024
11_10_data,IMG_20191110_103846.jpg,231,hflip,11_10_data\patch\IMG_20191110_103846_p231_hflip.npy,2688,896,2816,1024
11_10_data,IMG_20191110_103846.jpg,231,rotate_brightness,11_10_data\patch\IMG_20191110_103846_p231_rotate_brightness.npy,2688,896,2816,1024
11_10_data,IMG_20191110_103846.jpg,232,brightness_contrast,11_10_data\patch\IMG_20191110_103846_p232_brightness_contrast.npy,2816,896,2944,1024
11_10_data,IMG_20191110_103846.jpg,232,rotate_brightness_contrast,11_10_data\patch\IMG_20191110_103846_p232_rotate_brightness_contrast.npy,2816,896,2944,1024
11_10_data,IMG_20191110_103846.jpg,233,brightness_contrast_hflip,11_10_data\patch\IMG_20191110_103846_p233_brightness_contrast_hflip.npy,2944,896,3072,1024
11_10_data,IMG_20191110_103846.jpg,233,rotate_contrast_hflip,11_10_data\patch\IMG_20191110_103846_p233_rotate_contrast_hflip.npy,2944,896,3072,1024
11_10_data,IMG_20191110_103846.jpg,234,contrast_hflip,11_10_data\patch\IMG_20191110_103846_p234_contrast_hflip.npy,3072,896,3200,1024
11_10_data,IMG_20191110_103846.jpg,234,rotate_contrast_hflip,11_10_data\patch\IMG_20191110_103846_p234_rotate_contrast_hflip.npy,3072,896,3200,1024
11_10_data,IMG_20191110_103846.jpg,235,brightness_contrast,11_10_data\patch\IMG_20191110_103846_p235_brightness_contrast.npy,3200,896,3328,1024
11_10_data,IMG_20191110_103846.jpg,235,rotate_contrast_hflip,11_10_data\patch\IMG_20191110_103846_p235_rotate_contrast_hflip.npy,3200,896,3328,1024
11_10_data,IMG_20191110_103846.jpg,236,rotate_brightness_contrast,11_10_data\patch\IMG_20191110_103846_p236_rotate_brightness_contrast.npy,3328,896,3456,1024
11_10_data,IMG_20191110_103846.jpg,236,rotate_brightness_contrast_hflip,11_10_data\patch\IMG_20191110_103846_p236_rotate_brightness_contrast_hflip.npy,3328,896,3456,1024
11_10_data,IMG_20191110_103846.jpg,237,rotate_brightness,11_10_data\patch\IMG_20191110_103846_p237_rotate_brightness.npy,3456,896,3584,1024
11_10_data,IMG_20191110_103846.jpg,237,rotate_brightness_contrast_hflip,11_10_data\patch\IMG_20191110_103846_p237_rotate_brightness_contrast_hflip.npy,3456,896,3584,1024
11_10_data,IMG_20191110_103846.jpg,238,rotate_brightness,11_10_data\patch\IMG_20191110_103846_p238_rotate_brightness.npy,3584,896,3712,1024
11_10_data,IMG_20191110_103846.jpg,238,brightness_contrast,11_10_data\patch\IMG_20191110_103846_p238_brightness_contrast.npy,3584,896,3712,1024
11_10_data,IMG_20191110_103846.jpg,239,brightness,11_10_data\patch\IMG_20191110_103846_p239_brightness.npy,3712,896,3840,1024
11_10_data,IMG_20191110_103846.jpg,239,contrast,11_10_data\patch\IMG_20191110_103846_p239_contrast.npy,3712,896,3840,1024
11_10_data,IMG_20191110_103846.jpg,240,rotate_hflip,11_10_data\patch\IMG_20191110_103846_p240_rotate_hflip.npy,0,1024,128,1152
11_10_data,IMG_20191110_103846.jpg,240,rotate_contrast,11_10_data\patch\IMG_20191110_103846_p240_rotate_contrast.npy,0,1024,128,1152
11_10_data,IMG_20191110_103846.jpg,241,brightness_contrast_hflip,11_10_data\patch\IMG_20191110_103846_p241_brightness_contrast_hflip.npy,128,1024,256,1152
11_10_data,IMG_20191110_103846.jpg,241,rotate,11_10_data\patch\IMG_20191110_103846_p241_rotate.npy,128,1024,256,1152
11_10_data,IMG_20191110_103846.jpg,242,rotate_brightness_contrast_hflip,11_10_data\patch\IMG_20191110_103846_p242_rotate_brightness_contrast_hflip.npy,256,1024,384,1152
11_10_data,IMG_20191110_103846.jpg,242,brightness_hflip,11_10_data\patch\IMG_20191110_103846_p242_brightness_hflip.npy,256,1024,384,1152
11_10_data,IMG_20191110_103846.jpg,243,rotate_brightness_contrast_hflip,11_10_data\patch\IMG_20191110_103846_p243_rotate_brightness_contrast_hflip.npy,384,1024,512,1152
11_10_data,IMG_20191110_103846.jpg,243,hflip,11_10_data\patch\IMG_20191110_103846_p243_hflip.npy,384,1024,512,1152
11_10_data,IMG_20191110_103846.jpg,244,rotate_brightness_contrast_hflip,11_10_data\patch\IMG_20191110_103846_p244_rotate_brightness_contrast_hflip.npy,512,1024,640,1152
11_10_data,IMG_20191110_103846.jpg,244,rotate_brightness_hflip,11_10_data\patch\IMG_20191110_103846_p244_rotate_brightness_hflip.npy,512,1024,640,1152
11_10_data,IMG_20191110_103846.jpg,245,rotate_brightness_contrast_hflip,11_10_data\patch\IMG_20191110_103846_p245_rotate_brightness_contrast_hflip.npy,640,1024,768,1152
11_10_data,IMG_20191110_103846.jpg,245,brightness,11_10_data\patch\IMG_20191110_103846_p245_brightness.npy,640,1024,768,1152
11_10_data,IMG_20191110_103846.jpg,246,rotate_brightness_hflip,11_10_data\patch\IMG_20191110_103846_p246_rotate_brightness_hflip.npy,768,1024,896,1152
11_10_data,IMG_20191110_103846.jpg,246,contrast,11_10_data\patch\IMG_20191110_103846_p246_contrast.npy,768,1024,896,1152
11_10_data,IMG_20191110_103846.jpg,247,brightness_contrast,11_10_data\patch\IMG_20191110_103846_p247_brightness_contrast.npy,896,1024,1024,1152
11_10_data,IMG_20191110_103846.jpg,247,rotate_brightness_contrast,11_10_data\patch\IMG_20191110_103846_p247_rotate_brightness_contrast.npy,896,1024,1024,1152
11_10_data,IMG_20191110_103846.jpg,248,brightness_hflip,11_10_data\patch\IMG_20191110_103846_p248_brightness_hflip.npy,1024,1024,1152,1152
11_10_data,IMG_20191110_103846.jpg,248,rotate,11_10_data\patch\IMG_20191110_103846_p248_rotate.npy,1024,1024,1152,1152
11_10_data,IMG_20191110_103846.jpg,249,contrast,11_10_data\patch\IMG_20191110_103846_p249_contrast.npy,1152,1024,1280,1152
11_10_data,IMG_20191110_103846.jpg,249,contrast_hflip,11_10_data\patch\IMG_20191110_103846_p249_contrast_hflip.npy,1152,1024,1280,1152
11_10_data,IMG_20191110_103846.jpg,250,rotate_brightness_hflip,11_10_data\patch\IMG_20191110_103846_p250_rotate_brightness_hflip.npy,1280,1024,1408,1152
11_10_data,IMG_20191110_103846.jpg,250,rotate_contrast_hflip,11_10_data\patch\IMG_20191110_103846_p250_rotate_contrast_hflip.npy,1280,1024,1408,1152
11_10_data,IMG_20191110_103846.jpg,251,rotate_brightness_contrast_hflip,11_10_data\patch\IMG_20191110_103846_p251_rotate_brightness_contrast_hflip.npy,1408,1024,1536,1152
11_10_data,IMG_20191110_103846.jpg,251,rotate_contrast_hflip,11_10_data\patch\IMG_20191110_103846_p251_rotate_contrast_hflip.npy,1408,1024,1536,1152
11_10_data,IMG_20191110_103846.jpg,252,rotate_hflip,11_10_data\patch\IMG_20191110_103846_p252_rotate_hflip.npy,1536,1024,1664,1152
11_10_data,IMG_20191110_103846.jpg,252,contrast_hflip,11_10_data\patch\IMG_20191110_103846_p252_contrast_hflip.npy,1536,1024,1664,1152
11_10_data,IMG_20191110_103846.jpg,253,rotate_contrast,11_10_data\patch\IMG_20191110_103846_p253_rotate_contrast.npy,1664,1024,1792,1152
11_10_data,IMG_20191110_103846.jpg,253,rotate,11_10_data\patch\IMG_20191110_103846_p253_rotate.npy,1664,1024,1792,1152
11_10_data,IMG_20191110_103846.jpg,254,rotate_contrast,11_10_data\patch\IMG_20191110_103846_p254_rotate_contrast.npy,1792,1024,1920,1152
11_10_data,IMG_20191110_103846.jpg,254,rotate,11_10_data\patch\IMG_20191110_103846_p254_rotate.npy,1792,1024,1920,1152
11_10_data,IMG_20191110_103846.jpg,255,rotate_contrast_hflip,11_10_data\patch\IMG_20191110_103846_p255_rotate_contrast_hflip.npy,1920,1024,2048,1152
11_10_data,IMG_20191110_103846.jpg,255,rotate_brightness,11_10_data\patch\IMG_20191110_103846_p255_rotate_brightness.npy,1920,1024,2048,1152
11_10_data,IMG_20191110_103846.jpg,256,brightness_contrast_hflip,11_10_data\patch\IMG_20191110_103846_p256_brightness_contrast_hflip.npy,2048,1024,2176,1152
